Sector,Archetype,End-use,DNO,Technical Flex MW,Central Hurdle Cost (£/MWh),Economic Flex MW
Industrial,Metals & Metal Processing,Drying & evaporation,UKPN (South),0.0,500.0,0.0
Industrial,Metals & Metal Processing,Drying & evaporation,WPD (East Midlands),0.0,500.0,0.0
Industrial,Metals & Metal Processing,Drying & evaporation,WPD (Midlands),0.0,500.0,0.0
Industrial,Metals & Metal Processing,Drying & evaporation,WPD (South Wales),0.0,500.0,0.0
Industrial,Metals & Metal Processing,Drying & evaporation,WPD (South West),0.0,500.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,ENWL,0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,NPG (Northern Electric),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,NPG (Yorkshire Electric),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,SPEN (SP Distribution),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,SPEN (SP MANWEB),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,SSE,0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,SSE (Southern),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,UKPN (East),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,UKPN (London),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,UKPN (South),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,WPD (East Midlands),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,WPD (Midlands),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,WPD (South Wales),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Refrigeration & process cooling,WPD (South West),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Pumping & fluid handling,ENWL,0.0225532626098642,225.0,0.0225532626098642
Industrial,Metals & Metal Processing,Pumping & fluid handling,NPG (Northern Electric),0.0231926824698983,225.0,0.0231926824698983
Industrial,Metals & Metal Processing,Pumping & fluid handling,NPG (Yorkshire Electric),0.8369941137373692,225.0,0.8369941137373692
Industrial,Metals & Metal Processing,Pumping & fluid handling,SPEN (SP Distribution),0.1949548398196928,225.0,0.1949548398196928
Industrial,Metals & Metal Processing,Pumping & fluid handling,SPEN (SP MANWEB),0.2441840737068887,225.0,0.2441840737068887
Industrial,Metals & Metal Processing,Pumping & fluid handling,SSE,0.0135882733599992,225.0,0.0135882733599992
Industrial,Metals & Metal Processing,Pumping & fluid handling,SSE (Southern),0.2694408125401215,225.0,0.2694408125401215
Industrial,Metals & Metal Processing,Pumping & fluid handling,UKPN (East),0.0143882231774586,225.0,0.0143882231774586
Industrial,Metals & Metal Processing,Pumping & fluid handling,UKPN (London),0.0,225.0,0.0
Industrial,Metals & Metal Processing,Pumping & fluid handling,UKPN (South),0.0243718917057758,225.0,0.0243718917057758
Industrial,Metals & Metal Processing,Pumping & fluid handling,WPD (East Midlands),0.03123649682844,225.0,0.03123649682844
Industrial,Metals & Metal Processing,Pumping & fluid handling,WPD (Midlands),0.0171720000495288,225.0,0.0171720000495288
Industrial,Metals & Metal Processing,Pumping & fluid handling,WPD (South Wales),0.8164254706412342,225.0,0.8164254706412342
Industrial,Metals & Metal Processing,Pumping & fluid handling,WPD (South West),0.0104326866248057,225.0,0.0104326866248057
Industrial,Metals & Metal Processing,Mechanical drives & machinery,ENWL,0.0526242794230165,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,NPG (Northern Electric),0.0541162590964294,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,NPG (Yorkshire Electric),1.9529862653871943,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,SPEN (SP Distribution),0.4548946262459499,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,SPEN (SP MANWEB),0.569762838649407,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,SSE,0.0317059711733315,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,SSE (Southern),0.6286952292602835,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,UKPN (East),0.0335725207474034,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,UKPN (London),0.0,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,UKPN (South),0.0568677473134768,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,WPD (East Midlands),0.0728851592663601,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,WPD (Midlands),0.0400680001155672,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,WPD (South Wales),1.904992764829546,600.0,0.0
Industrial,Metals & Metal Processing,Mechanical drives & machinery,WPD (South West),0.0243429354578799,600.0,0.0
Industrial,Metals & Metal Processing,Compressed air,ENWL,0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,NPG (Northern Electric),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,NPG (Yorkshire Electric),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,SPEN (SP Distribution),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,SPEN (SP MANWEB),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,SSE,0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,SSE (Southern),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,UKPN (East),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,UKPN (London),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,UKPN (South),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,WPD (East Midlands),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,WPD (Midlands),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,WPD (South Wales),0.0,400.0,0.0
Industrial,Metals & Metal Processing,Compressed air,WPD (South West),0.0,400.0,0.0
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",ENWL,0.0225532626098642,250.0,0.0225532626098642
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",NPG (Northern Electric),0.0231926824698983,250.0,0.0231926824698983
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",NPG (Yorkshire Electric),0.8369941137373692,250.0,0.8369941137373692
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",SPEN (SP Distribution),0.1949548398196928,250.0,0.1949548398196928
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",SPEN (SP MANWEB),0.2441840737068887,250.0,0.2441840737068887
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",SSE,0.0135882733599992,250.0,0.0135882733599992
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",SSE (Southern),0.2694408125401215,250.0,0.2694408125401215
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",UKPN (East),0.0143882231774586,250.0,0.0143882231774586
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",UKPN (London),0.0,250.0,0.0
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",UKPN (South),0.0243718917057758,250.0,0.0243718917057758
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",WPD (East Midlands),0.03123649682844,250.0,0.03123649682844
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",WPD (Midlands),0.0171720000495288,250.0,0.0171720000495288
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",WPD (South Wales),0.8164254706412342,250.0,0.8164254706412342
Industrial,Metals & Metal Processing,"Fans, blowers & ventilation",WPD (South West),0.0104326866248057,250.0,0.0104326866248057
Industrial,Metals & Metal Processing,Material handling & conveying,ENWL,0.0563831565246605,425.0,0.0563831565246605
Industrial,Metals & Metal Processing,Material handling & conveying,NPG (Northern Electric),0.0579817061747458,425.0,0.0579817061747458
Industrial,Metals & Metal Processing,Material handling & conveying,NPG (Yorkshire Electric),2.0924852843434225,425.0,2.0924852843434225
Industrial,Metals & Metal Processing,Material handling & conveying,SPEN (SP Distribution),0.487387099549232,425.0,0.487387099549232
Industrial,Metals & Metal Processing,Material handling & conveying,SPEN (SP MANWEB),0.6104601842672217,425.0,0.6104601842672217
Industrial,Metals & Metal Processing,Material handling & conveying,SSE,0.0339706833999981,425.0,0.0339706833999981
Industrial,Metals & Metal Processing,Material handling & conveying,SSE (Southern),0.6736020313503036,425.0,0.6736020313503036
Industrial,Metals & Metal Processing,Material handling & conveying,UKPN (East),0.0359705579436465,425.0,0.0359705579436465
Industrial,Metals & Metal Processing,Material handling & conveying,UKPN (London),0.0,425.0,0.0
Industrial,Metals & Metal Processing,Material handling & conveying,UKPN (South),0.0609297292644394,425.0,0.0609297292644394
Industrial,Metals & Metal Processing,Material handling & conveying,WPD (East Midlands),0.0780912420711001,425.0,0.0780912420711001
Industrial,Metals & Metal Processing,Material handling & conveying,WPD (Midlands),0.042930000123822,425.0,0.042930000123822
Industrial,Metals & Metal Processing,Material handling & conveying,WPD (South Wales),2.0410636766030845,425.0,2.0410636766030845
Industrial,Metals & Metal Processing,Material handling & conveying,WPD (South West),0.0260817165620142,425.0,0.0260817165620142
Industrial,Metals & Metal Processing,Electrochemical processes,ENWL,0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,NPG (Northern Electric),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,NPG (Yorkshire Electric),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,SPEN (SP Distribution),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,SPEN (SP MANWEB),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,SSE,0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,SSE (Southern),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,UKPN (East),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,UKPN (London),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,UKPN (South),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,WPD (East Midlands),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,WPD (Midlands),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,WPD (South Wales),0.0,300.0,0.0
Industrial,Metals & Metal Processing,Electrochemical processes,WPD (South West),0.0,300.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,ENWL,0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,NPG (Northern Electric),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,NPG (Yorkshire Electric),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,SPEN (SP Distribution),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,SPEN (SP MANWEB),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,SSE,0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,SSE (Southern),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,UKPN (East),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,UKPN (London),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,UKPN (South),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,WPD (East Midlands),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,WPD (Midlands),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,WPD (South Wales),0.0,200.0,0.0
Industrial,Metals & Metal Processing,HVAC & space conditioning,WPD (South West),0.0,200.0,0.0
Industrial,Metals & Metal Processing,Lighting,ENWL,0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,NPG (Northern Electric),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,NPG (Yorkshire Electric),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,SPEN (SP Distribution),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,SPEN (SP MANWEB),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,SSE,0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,SSE (Southern),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,UKPN (East),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,UKPN (London),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,UKPN (South),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,WPD (East Midlands),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,WPD (Midlands),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,WPD (South Wales),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Lighting,WPD (South West),0.0,175.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,ENWL,0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,NPG (Northern Electric),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,NPG (Yorkshire Electric),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,SPEN (SP Distribution),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,SPEN (SP MANWEB),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,SSE,0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,SSE (Southern),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,UKPN (East),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,UKPN (London),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,UKPN (South),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,WPD (East Midlands),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,WPD (Midlands),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,WPD (South Wales),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Water & wastewater processes,WPD (South West),0.0,275.0,0.0
Industrial,Metals & Metal Processing,Other electrical/process loads,ENWL,0.0660864697721841,500.0,0.0660864697721841
Industrial,Metals & Metal Processing,Other electrical/process loads,NPG (Northern Electric),0.0679601233531696,500.0,0.0679601233531696
Industrial,Metals & Metal Processing,Other electrical/process loads,NPG (Yorkshire Electric),2.4525935406262587,500.0,2.4525935406262587
Industrial,Metals & Metal Processing,Other electrical/process loads,SPEN (SP Distribution),0.5712644485880306,500.0,0.5712644485880306
Industrial,Metals & Metal Processing,Other electrical/process loads,SPEN (SP MANWEB),0.715517913528886,500.0,0.715517913528886
Industrial,Metals & Metal Processing,Other electrical/process loads,SSE,0.0398169006496205,500.0,0.0398169006496205
Industrial,Metals & Metal Processing,Other electrical/process loads,SSE (Southern),0.7895262171752221,500.0,0.7895262171752221
Industrial,Metals & Metal Processing,Other electrical/process loads,UKPN (East),0.0421609455155581,500.0,0.0421609455155581
Industrial,Metals & Metal Processing,Other electrical/process loads,UKPN (London),0.0,500.0,0.0
Industrial,Metals & Metal Processing,Other electrical/process loads,UKPN (South),0.0714154892960027,500.0,0.0714154892960027
Industrial,Metals & Metal Processing,Other electrical/process loads,WPD (East Midlands),0.0915304290625673,500.0,0.0915304290625673
Industrial,Metals & Metal Processing,Other electrical/process loads,WPD (Midlands),0.0503180795538106,500.0,0.0503180795538106
Industrial,Metals & Metal Processing,Other electrical/process loads,WPD (South Wales),2.3923224821217097,500.0,2.3923224821217097
Industrial,Metals & Metal Processing,Other electrical/process loads,WPD (South West),0.0305702745185674,500.0,0.0305702745185674
Industrial,"Minerals, Cement & Glass",High-temperature process heat,ENWL,0.0,1050.0,0.0
Industrial,"Minerals, Cement & Glass",High-temperature process heat,NPG (Northern Electric),0.0,1050.0,0.0
Industrial,"Minerals, Cement & Glass",High-temperature process heat,NPG (Yorkshire Electric),0.0,1050.0,0.0
